material_id,material_name,material_category,subcategory,application,unit,cost_per_unit_inr_low,cost_per_unit_inr_high,cost_per_unit_inr_avg,districts_available,districts_expensive,thermal_performance,climate_zone_suitability,sustainability_rating,baker_recommended,local_availability,carbon_footprint,skill_level_required,typical_thickness_mm,compressive_strength_mpa,thermal_conductivity_w_mk,water_resistance,maintenance_frequency,lifespan_years,nbc_approved,is_load_bearing,wall_drawing_color_hex,hatch_pattern,notes
121,"PCC Foundation Bed (M10, 1:3:6)",FOUNDATION,PCC Bed,Levelling course under foundation,cum,4500,6000,5250,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SKILLED,150,10,,GOOD,NONE,80,1,1,#808080,\\\\,Plain cement concrete bed. 150mm thick minimum. Provides level surface for RCC footing.
122,Anti-Termite Chemical Treatment (Pre-Construction),FOUNDATION,Anti-Termite,Foundation and plinth chemical barrier,sqm,8,15,11.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,LOW,SKILLED,,,,GOOD,10_YEARS,10,1,,,,"Chlorpyrifos/Imidacloprid treatment. Essential in all TN districts. Apply at foundation, plinth, and ground contact."
123,CPVC Pipe 1/2 inch (Hot & Cold Water Supply),PLUMBING,CPVC Pipe,Internal water supply line,running_m,45,70,57.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,25,1,,,,Ashirvad/Supreme brand. Handles TN's hot water temps. Solvent welding—no threading needed.
124,CPVC Pipe 3/4 inch (Main Supply),PLUMBING,CPVC Pipe,Main water supply line,running_m,65,100,82.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,25,1,,,,For main lines from overhead tank. UV-resistant variant for exposed runs in TN sun.
125,PVC SWR Pipe 110mm (Soil Line),PLUMBING,PVC SWR Pipe,Toilet soil and waste drainage,running_m,120,180,150,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,30,1,,,,Type B heavy duty for soil lines. Prince/Finolex brands in TN. IS 13592 compliant.
126,PVC SWR Pipe 75mm (Waste Line),PLUMBING,PVC SWR Pipe,Sink and basin waste drainage,running_m,80,120,100,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,30,1,,,,For kitchen and basin waste. Include proper traps to prevent sewer gas in TN's heat.
127,GI Pipe 1 inch (External Water Main),PLUMBING,GI Pipe,Underground and external water main,running_m,150,220,185,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,20,1,,,,For external underground runs. Wrap with anti-corrosion tape in TN's corrosive coastal soil.
128,HDPE Pipe 63mm (Underground Supply),PLUMBING,HDPE Pipe,Underground water supply from bore,running_m,100,160,130,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,EXCELLENT,NONE,50,1,,,,For borewell to sump connection. Flexible—handles TN's clay soil movement. Fusion welding.
129,PVC Rain Water Pipe 90mm,PLUMBING,PVC Pipe,Roof rainwater downpipe,running_m,70,110,90,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,20,1,,,,For rainwater harvesting—mandatory in TN since 2001. Connect to recharge well or storage tank.
130,Sintex Overhead Water Tank (1000L),PLUMBING,Water Tank,Roof overhead water storage,per_piece,6000,8500,7250,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,5_YEARS,25,1,,,,Standard for TN homes. Black tank with UV protection. Size based on family size—135 lpcd per person.
131,RCC Underground Sump (5000L),PLUMBING,Water Tank,Underground water storage,per_piece,25000,40000,32500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,150,,,EXCELLENT,NONE,50,1,,,,Essential for TN's water scarcity. Waterproof with crystalline coating. Include pump room provision.
132,PVC Conduit Pipe 25mm (Concealed),ELECTRICAL,PVC Conduit,Concealed wiring in walls and slab,running_m,15,25,20,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,30,1,,,,ISI mark mandatory. Heavy gauge for slab embedding. Precision/Supreme brands in TN.
133,FR PVC Insulated Wire 1.5 sqmm (Lighting),ELECTRICAL,Electrical Wire,Lighting circuit wiring,running_m,12,18,15,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,"Fire retardant grade. Havells/Polycab/Finolex. 1.5mm for lighting, 2.5mm for power points."
134,FR PVC Insulated Wire 2.5 sqmm (Power),ELECTRICAL,Electrical Wire,Power socket circuit wiring,running_m,18,28,23,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,For 5A/15A socket circuits. Copper conductor only. FRLS grade for added safety.
135,FR PVC Insulated Wire 4 sqmm (AC Circuit),ELECTRICAL,Electrical Wire,Air conditioner dedicated circuit,running_m,30,45,37.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,Dedicated circuit for split AC—common in TN homes. MCB protection at DB. 6mm for 2-ton AC.
136,Modular Switch Board (8-Module),ELECTRICAL,Switch Board,Room electrical control panel,per_piece,400,700,550,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,20,1,,,,"Legrand/Schneider/Anchor. 8-module for bedrooms, 12-module for kitchen. ISI mark mandatory."
137,MCB Distribution Board (8-Way),ELECTRICAL,Distribution Board,Main electrical distribution,per_piece,1200,2000,1600,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,30,1,,,,Schneider/Havells. SP+N MCBs. Include ELCB/RCCB for safety. EB meter board separate.
138,"Earthing Electrode (GI Pipe, 3m)",ELECTRICAL,Earthing,Electrical safety earthing,per_piece,2500,4000,3250,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,GOOD,ANNUAL,15,1,,,,Two earthing points minimum per TN EB norms. GI pipe with charcoal+salt filling. Test annually.
139,Copper Earthing Electrode (Maintenance-Free),ELECTRICAL,Earthing,Premium electrical earthing,per_piece,5000,8000,6500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,GOOD,NONE,25,1,,,,"Chemical earthing—no water maintenance. Better for TN's dry soil areas like Madurai, Tiruchirappalli."
140,"Bamboo Structural Pole (Treated, 75mm dia)",SUSTAINABLE,Bamboo,Roof truss and pergola column,running_m,80,150,115,"Dindigul,Theni,Nilgiris,Tirunelveli,Tenkasi,Kanniyakumari","Chennai,Tiruchirappalli",GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,75,40,0.17,AVERAGE,10_YEARS,20,1,,#C4A35A,,Bamboo from Dindigul/Theni hills. Borax-boric treatment mandatory. Baker's preferred sustainable material.
141,Bamboo Split Lath (Treated),SUSTAINABLE,Bamboo,Roof purlins and lattice panel,running_m,15,30,22.5,"Dindigul,Theni,Nilgiris,Tirunelveli,Tenkasi,Kanniyakumari","Chennai,Tiruchirappalli",GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,10,,0.17,AVERAGE,5_YEARS,15,1,,#C4A35A,,For light roofing supports. Weave into panels for jaali screens. Treat against borer beetle.
142,Compressed Earth Block (Unstabilized),SUSTAINABLE,Earth Block,Partition wall and garden wall,per_piece,8,14,11,ALL,,GOOD,"Hot_Dry,Composite",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,200,2.5,0.55,POOR,10_YEARS,30,1,1,#B8860B,xxx,Zero-cement block. Only for protected walls—not for TN monsoon-exposed exterior. Auroville technology.
143,Recycled Brick (Crushed Aggregate),SUSTAINABLE,Recycled Material,Sub-base and fill material,cum,500,900,700,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,1,,,,From demolished TN buildings. Crush to 20-40mm for sub-base. Reduces quarry dependency.
144,Recycled Brick (Cleaned Whole),SUSTAINABLE,Recycled Material,Garden wall and landscape feature,per_piece,3,6,4.5,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,230,5,0.81,AVERAGE,10_YEARS,40,1,,,,Salvaged from old TN buildings. Clean and reuse. Character and patina add aesthetic value.
145,Coconut Wood Beam (Treated),SUSTAINABLE,Coconut Wood,Roof beam and lintel,running_m,200,350,275,"Thanjavur,Nagapattinam,Tirunelveli,Kanniyakumari,Coimbatore",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,30,0.15,AVERAGE,10_YEARS,25,1,,,,From senile coconut palms in TN's coconut belt. Hard outer wood for beams. CCA treatment needed.
146,Coconut Shell Aggregate (12-20mm),SUSTAINABLE,Coconut Shell,Lightweight concrete filler,cum,800,1200,1000,"Thanjavur,Nagapattinam,Tirunelveli,Kanniyakumari,Coimbatore",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,1,,,,Waste coconut shells from TN copra industry. 40% lighter than stone aggregate. Good for filler slabs.
147,Palmyra Wood Rafter (Treated),SUSTAINABLE,Palmyra Wood,Roof rafter and purlin,running_m,150,250,200,"Tirunelveli,Thoothukudi,Ramanathapuram,Sivaganga","Chennai,Tiruchirappalli",GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,25,0.15,AVERAGE,10_YEARS,30,1,,,,"Palmyra palm—iconic TN tree. Extremely hard wood. Available in Tirunelveli, Thoothukudi, Ramanathapuram."
148,Coir Fibre Board (Insulation Panel),SUSTAINABLE,Coir Board,Wall and ceiling insulation panel,sqm,100,180,140,"Thanjavur,Tirunelveli,Kanniyakumari",,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,25,,0.045,AVERAGE,5_YEARS,15,1,,,,"From TN coir industry (Thanjavur, Tirunelveli). Natural insulation. Treat with borax for fire resistance."
149,Rice Husk Ash Concrete (RHA 15%),SUSTAINABLE,RHA Concrete,Non-structural concrete elements,cum,4800,6500,5650,"Thanjavur,Nagapattinam,Tiruchirappalli,Cuddalore",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,,18,1.2,AVERAGE,10_YEARS,60,1,,,,Replace 15% cement with rice husk ash from TN's paddy belt. Reduces carbon footprint. Research-validated.
150,Ferrocement Panel (6mm mesh + mortar),SUSTAINABLE,Ferrocement,"Water tank, channel and thin shell",sqm,300,500,400,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,25,15,1,AVERAGE,10_YEARS,40,1,,,,"Thin cement mortar on wire mesh. For water tanks, sunshades, and curved roofs. Baker technique."
151,Rammed Earth Wall (Stabilized),SUSTAINABLE,Rammed Earth,Load-bearing wall for single storey,cum,2000,3500,2750,ALL,,EXCELLENT,"Hot_Dry,Composite",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,300,3,0.6,AVERAGE,10_YEARS,60,1,1,#9B7653,|||,Formwork-compacted earth wall. Beautiful exposed finish. Needs roof overhang protection in TN monsoon.
152,Lime Concrete (Lime:Surkhi:Aggregate 1:2:4),SUSTAINABLE,Lime Concrete,Foundation and flooring sub-base,cum,3500,5000,4250,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,150,5,0.9,AVERAGE,10_YEARS,100,1,,,,Traditional foundation material. Self-healing micro-cracks. Used in all TN heritage structures. Eco-friendly.
153,Thatch Roof (Coconut Palm Leaf),SUSTAINABLE,Thatch,Temporary shelter and gazebo roof,sqm,30,60,45,"Thanjavur,Nagapattinam,Tirunelveli,Kanniyakumari,Coimbatore",,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,50,,0.09,POOR,ANNUAL,3,0,,,,From coconut palms across coastal TN. Cheapest roofing. Replace every 2-3 years. Fire risk.
154,Vetiver Root Khus Screen,SUSTAINABLE,Vetiver,Natural cooling screen for window,sqm,80,150,115,"Sivaganga,Ramanathapuram,Madurai",,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,50,,,POOR,ANNUAL,2,0,,,,Ramachandrapuram vetiver from TN. Wet screen evaporative cooling. Reduces air temp by 10°C. Seasonal use.
155,Chettinad Recycled Teak-Brick Composite Wall,MASONRY,Composite Masonry,Heritage-style compound wall,sqm,800,1300,1050,"Sivaganga,Ramanathapuram,Pudukkottai","Chennai,Coimbatore",GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,300,8,0.7,GOOD,10_YEARS,100,1,1,#B8734C,////,Traditional Chettinad masonry combining brick with embedded timber lacing. Earthquake-resistant technique.
156,Wienerberger Vertico Perforated Brick,MASONRY,Perforated Brick,Load-bearing wall with insulation,per_piece,12,18,15,"Chennai,Coimbatore,Tiruchirappalli,Madurai","Nilgiris,Ramanathapuram",GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,MANUFACTURED,MEDIUM,SEMI_SKILLED,200,10,0.45,AVERAGE,10_YEARS,60,1,1,#CC8855,////,Perforated design improves thermal performance. Available from Wienerberger plant near Chennai.
157,Glass Block (190x190x80mm Clear),MASONRY,Glass Block,Bathroom and staircase feature wall,per_piece,180,300,240,"Chennai,Coimbatore,Madurai","Nilgiris,Ramanathapuram",POOR,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,80,,0.7,EXCELLENT,NONE,50,1,0,#ADD8E6,...,For daylight in bathrooms and stairwells. Non-load bearing. Use expansion joints in TN heat.
158,Jali Concrete Block (Decorative Screen),MASONRY,Concrete Block,Ventilation screen and compound wall,per_piece,45,75,60,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,1,MANUFACTURED,MEDIUM,SEMI_SKILLED,100,3,0.8,GOOD,NONE,50,1,0,#C0C0C0,ooo,Baker-style jaali for cross-ventilation. Essential in TN hot climate. Cast at site with moulds.
159,Rat-Trap Bond Brick Wall (Single Brick),MASONRY,Fired Clay Brick,Load-bearing wall with cavity insulation,sqm,550,850,700,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,1,LOCALLY_SOURCED,LOW,SKILLED,230,7,0.5,AVERAGE,10_YEARS,80,1,1,#D4B483,////,Baker's signature bonding pattern. Creates air cavity within wall. Uses 25% fewer bricks and 30% less mortar.
160,Kerala-Style Laterite Jali Block,MASONRY,Laterite Stone,Ventilation screen wall,per_piece,80,130,105,"Kanniyakumari,Tirunelveli,Tenkasi","Chennai,Madurai",EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,200,3,0.52,GOOD,10_YEARS,80,1,0,#C4663A,+++,Hand-carved laterite jaali from southern TN. Traditional ventilation technique. Each piece unique.
161,Thin Joint AAC Block (2mm Adhesive),MASONRY,AAC Block,Precision infill wall fast construction,per_piece,60,80,70,"Chennai,Coimbatore,Madurai","Nilgiris,Ramanathapuram",EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,0,MANUFACTURED,LOW,SKILLED,200,4.5,0.15,POOR,10_YEARS,60,1,0,#E8E0D0,...,"Precision-cut AAC with 2mm adhesive joint. Faster construction, smoother finish. Premium product."
162,"Green Roof System (Sedum Tray, Extensive)",ROOFING,Green Roof,Flat roof insulation and garden,sqm,1500,2500,2000,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,VERY_LOW,SPECIALIST,100,,,GOOD,10_YEARS,30,1,,,,Growing trend in Chennai apartments. Reduces urban heat island. Sedum/portulaca species suit TN climate.
163,Solar PV Panel Roof (Polycrystalline 330W),ROOFING,Solar Panel,Flat roof power generation,sqm,3500,5000,4250,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,LOW,SPECIALIST,40,,,EXCELLENT,10_YEARS,25,1,,,,TN solar policy incentivizes rooftop solar. Net metering available. 4-5 kWh/sqm/day in TN.
164,Pre-Engineered Metal Roof (Trapezoidal Profile),ROOFING,Metal Sheet,Large span industrial-residential roof,sqm,450,700,575,ALL,,POOR,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,0.5,,,EXCELLENT,10_YEARS,30,1,,,,For large-span farmhouses and warehouses. Pre-painted galvalume. Kirby/Zamil brands in TN.
165,Ferro-Cement Channel Roof,ROOFING,Ferrocement,Low-cost curved roof for housing,sqm,600,1000,800,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,1,MANUFACTURED,LOW,SPECIALIST,30,,,GOOD,10_YEARS,40,1,,,,"Baker's affordable roofing. Channel sections cast at ground, lifted into place. Spans up to 3m."
166,Precast RCC Plank Roof (100mm),ROOFING,Precast Concrete,Quick installation flat roof,sqm,1400,2000,1700,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SKILLED,100,,,GOOD,10_YEARS,60,1,,,,"Factory-made planks for fast construction. No formwork needed. Available from precast plants in Chennai, Coimbatore."
167,RCC Dome Roof (Thin Shell),ROOFING,RCC Shell,Circular room dome roof,sqm,1600,2400,2000,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,1,MANUFACTURED,MEDIUM,SPECIALIST,50,,,EXCELLENT,10_YEARS,80,1,,,,Baker's dome technique. 50mm thick shell. No formwork with brick-laying technique. Reduces concrete by 60%.
168,Coir-Cement Board Roof Panel,ROOFING,Coir Board,Semi-permanent roof and ceiling,sqm,180,300,240,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,12,,,AVERAGE,5_YEARS,15,1,,,,Coir fibre + cement composite. From TN coir industry. Lightweight alternative to AC sheet. Eco-friendly.
169,Chettinadu Limestone Floor (Polished),FLOORING,Limestone,Heritage restoration flooring,sqm,500,800,650,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,1,LOCALLY_SOURCED,MEDIUM,SKILLED,20,,,AVERAGE,10_YEARS,50,1,,,,From Chettinad quarries. Traditional Karaikudi mansion flooring. Naturally cool. Polish with coconut oil.
170,White Marble Floor (Makrana Type),FLOORING,Marble,Pooja room and formal living,sqm,800,1400,1100,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,REGIONALLY_SOURCED,MEDIUM,SKILLED,18,,,GOOD,5_YEARS,50,1,,,,Imported from Rajasthan. Premium TN homes. Stains easily—seal immediately. Not for kitchen.
171,Italian Marble Floor (Statuario),FLOORING,Marble,Premium living and lobby,sqm,2500,5000,3750,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",1,0,IMPORTED,HIGH,SPECIALIST,18,,,GOOD,5_YEARS,50,1,,,,Ultra-premium import. Chennai luxury apartments. Requires specialist installation and sealing.
172,Terracotta Floor Tile (Handmade),FLOORING,Terracotta Tile,Courtyard and verandah,sqm,200,350,275,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,15,,,AVERAGE,ANNUAL,50,1,,,,Handmade clay tiles from TN potter communities. Natural cooling. Seal with linseed oil. Rustic aesthetic.
173,Exposed Concrete Floor (Power Trowel Finish),FLOORING,Concrete Floor,Modern minimalist residential,sqm,150,250,200,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,LOCALLY_SOURCED,MEDIUM,SKILLED,20,,,GOOD,10_YEARS,50,1,,,,Industrial aesthetic trending in Chennai homes. Power trowel for smooth finish. Apply concrete sealer.
174,Bamboo Flooring (Strand Woven),FLOORING,Bamboo Floor,Bedroom eco-friendly flooring,sqm,400,700,550,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,MEDIUM,SKILLED,20,,,AVERAGE,10_YEARS,20,1,,,,Eco-friendly alternative to hardwood. Not suitable for wet areas in TN humidity. Use with moisture barrier.
175,Kadappa Stone Floor (River-Washed Finish),FLOORING,Cuddapah Stone,Entrance porch and sit-out,sqm,380,580,480,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,LOCALLY_SOURCED,MEDIUM,SKILLED,20,,,AVERAGE,10_YEARS,50,1,,,,River-washed variant gives unique texture. Popular in TN traditional homes. Anti-skid natural finish.
176,Chettinad Egg Lime Floor (Traditional),FLOORING,Lime Floor,Heritage home restoration floor,sqm,300,550,425,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,20,,,AVERAGE,ANNUAL,80,1,,,,Egg white + lime + jaggery polished floor. Chettinad mansion technique. Mirror finish after 30 days curing.
177,Stainless Steel Main Door (304 Grade),DOOR_WINDOW,Steel,Main entrance security door,per_piece,25000,45000,35000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,25,1,,,,Premium security door. Popular in Chennai/Coimbatore urban homes. SS 304 for coastal corrosion resistance.
178,Sliding Glass Door (12mm Toughened),DOOR_WINDOW,Glass,Balcony and patio sliding door,sqm,800,1300,1050,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,NONE,25,1,,,,Toughened safety glass. Saint Gobain/AIS brands. Use low-E glass for TN heat reduction.
179,Louvered Window (Wooden Adjustable),DOOR_WINDOW,Country Wood,Ventilation window traditional,sqm,600,1000,800,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,1,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,Adjustable wooden louvers for TN cross-ventilation. Baker-recommended for natural cooling.
180,Mosquito Mesh Window (SS 304 Mesh),DOOR_WINDOW,Steel,Window insect screen all rooms,sqm,120,200,160,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,Essential in TN for dengue prevention. SS304 for coastal areas. Aluminium frame with SS mesh.
181,Skylight (Polycarbonate Double-Wall),DOOR_WINDOW,Polycarbonate,Staircase and bathroom daylighting,sqm,600,1000,800,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,NONE,25,1,,,,Double-wall for insulation. UV-protected. Reduces daytime lighting cost. Popular in TN urban homes.
182,Exposed Brick Finish (Clear Sealant),FINISHING,Exposed Finish,Feature wall interior/exterior,sqm,30,50,40,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,1,MANUFACTURED,VERY_LOW,SKILLED,5,,,AVERAGE,10_YEARS,15,1,,,,"Trendy exposed brick look. Clean joints, apply clear polyurethane sealant. Works with TN red brick."
183,Cement Texture Plaster (Stamped Pattern),FINISHING,Decorative Plaster,Exterior feature wall,sqm,80,140,110,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,5,,,AVERAGE,10_YEARS,15,1,,,,Stamped patterns mimic stone/brick. Affordable alternative to cladding in TN homes.
184,Natural Stone Cladding (Granite Strip),FINISHING,Stone Cladding,Exterior elevation cladding,sqm,400,700,550,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,4,,,AVERAGE,10_YEARS,50,1,,,,TN granite strips for elevation. Dry-fix or wet-fix. Popular in Coimbatore and Chennai villas.
